epoch,train_loss,val_mean_f1,Intent_f1,AnswerType_f1,CognitiveLevel_f1,QuestionParticleType_f1,QuestionType_f1,Subjectivity_f1,TemporalContext_f1,PurposeContext_f1,List_f1
1,3.547945838125925,0.489439654798892,0.2042118665302366,0.29829668833926454,0.34479144918997945,0.6392461931334531,0.7495692939332321,0.7701834862385322,0.3984521485887784,0.5072907874794668,0.492914979757085
2,0.8340407068294192,0.8059582356008023,0.8741483421563905,0.6929731353176328,0.7964588903678949,0.9980559745265628,0.8875816705897881,0.9079269786816957,0.5432312288650316,0.6860037091154321,0.8672441907867917
3,0.31045080224672955,0.8637844126495657,0.950045729152993,0.7950935068284767,0.8041618053350555,0.9980559745265628,0.877044242654113,0.9461077844311376,0.6654080310421223,0.8270790989159892,0.9110635409596408
4,0.1952419149733725,0.8737522942774845,0.9573030327881075,0.8198360811579225,0.8169838376278812,1.0,0.897314108505026,0.950906418422342,0.6880439589706692,0.8223196700657709,0.9110635409596408
5,0.1356716469994613,0.8755141463645196,0.9505282494693172,0.8225038202125703,0.7882196333176106,1.0,0.9091254971531209,0.9489638512136911,0.6571542059480479,0.8675058821352405,0.9356261778310776
6,0.10374639431635539,0.8868796444440868,0.9728997793858658,0.8602273329652221,0.8154937051488775,0.9980559745265628,0.9111964549483014,0.9574943438914028,0.6757267766958966,0.8503383994746224,0.9404840329600311
7,0.07721548802441075,0.8976349082490054,0.9705675269160634,0.8716509891186207,0.8287994182219692,1.0,0.9124737945492662,0.9518984350189437,0.7018629980672009,0.9020207864174009,0.9394402259315832
8,0.05963903476321508,0.8991954296200034,0.9754462311893858,0.8629145270138768,0.8367792600690921,1.0,0.9138832597524789,0.9592986757852601,0.7103148251373975,0.8936380546725093,0.9404840329600311
9,0.04365391878130299,0.8966163796328487,0.9519776060355573,0.8814349757484159,0.826130989774336,1.0,0.9091254971531209,0.9588844871192284,0.700997564868177,0.8923604242647305,0.9486358717320726
10,0.03460470011221275,0.8996784867967036,0.9694243382372155,0.868309197804549,0.8351785832177989,1.0,0.9099082898759216,0.955374109263658,0.7067227730505146,0.9067642531193678,0.9454248366013072
11,0.03055164897962222,0.8971060583486162,0.9666204794623512,0.865696034828622,0.8247153051938456,1.0,0.9210494324654099,0.9597022455888913,0.6833038782523319,0.9065120011535305,0.9463551481925647
12,0.023744622282388193,0.8957115890790074,0.9626555245187696,0.876240779928089,0.8211141053831194,1.0,0.9203045108510397,0.9631834215167548,0.6841357893039992,0.8954165341812401,0.9383536360280547
13,0.02098939194536162,0.8964648615107271,0.9650589700741676,0.8721910294469031,0.8280533288197017,1.0,0.9189174608883295,0.9631834215167548,0.6728265776571196,0.9015978170010032,0.9463551481925647
14,0.01805880393404218,0.8984248109440417,0.9755399768570384,0.871839051349614,0.8299755536797893,1.0,0.9158920619212554,0.9635456080097793,0.6876766114804649,0.8900493173220446,0.9513051178763892
15,0.014485679356203903,0.9044422330248848,0.9697290605479542,0.8725026035189825,0.8391433757341651,1.0,0.9255608934673865,0.9666989165515765,0.7144084096490624,0.9065120011535305,0.9454248366013072
16,0.012945619214045268,0.8973027327585967,0.9666951574137572,0.8690729680764147,0.8296136753516762,1.0,0.9120265104614567,0.9631834215167548,0.6876088265760882,0.9060365374219863,0.9414874980092371
17,0.012237586228856965,0.8979024376486066,0.9713697888748191,0.877123531112617,0.8285833704996491,1.0,0.9125556624672738,0.9666989165515765,0.6859321224280205,0.8875534290271132,0.9513051178763892
18,0.010050073273420806,0.8990519276208538,0.9629706704240866,0.8733147295179716,0.8308125674226897,1.0,0.9101796407185629,0.9673509286412512,0.686889335342374,0.9086443586443587,0.9513051178763892
19,0.010052981274572038,0.8997703246477246,0.9713697888748191,0.8771611706851405,0.8328805038529924,1.0,0.9077956880647464,0.9631834215167548,0.6841357893039992,0.9109554655870445,0.9504510939440226
20,0.009615299084948169,0.9003172829101582,0.9713697888748191,0.8751671857516783,0.8322361952445121,1.0,0.9099082898759216,0.9631834215167548,0.6859321224280205,0.9087186732186733,0.9563398692810458
